,snapshot,timestamp,real_progress,reg_est_prog,feedback_text,code
0,1,,0.0,0.0129,, 
1,2,2019-11-04 20:40:21,0.5346878077976517,0.7036,success,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            print('x')
    

print(capTitle(input(""Enter title: "")))"
2,3,2019-11-04 20:47:01,0.5895552996008677,0.8063,TypeError: 'str' does not support item assignment on line 13,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            word[0]=word[0].upper()
    return line
    

print(capTitle(input(""Enter title: "")))"
3,4,2019-11-04 20:47:27,0.5835936759765648,0.7931,success,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            word[0]==word[0].upper()
    return line
    

print(capTitle(input(""Enter title: "")))"
4,5,2019-11-04 20:47:54,0.583224014880616,0.7816,success,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            word[0]==word[0].upper()
    return word
    

print(capTitle(input(""Enter title: "")))"
5,6,2019-11-04 21:02:14,0.583224014880616,0.7816,success,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            word[0]==word[0].upper()
            return word
    

print(capTitle(input(""Enter title: "")))"
6,7,2019-11-04 21:02:35,0.6047366794662781,0.8138,success,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            word[0]==word[0].upper()
            return word
        else:
            return word
    

print(capTitle(input(""Enter title: "")))"
7,8,2019-11-04 21:03:20,0.6317575739816503,0.8146,success,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            word[0]==word[0].upper()
            print(word)
        else:
            print(word)
    

print(capTitle(input(""Enter title: "")))"
8,9,2019-11-04 21:04:22,0.5977489842381062,0.7804,success,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            word[0]==word[0].upper()
            print(word)
    

print(capTitle(input(""Enter title: "")))"
9,10,2019-11-04 21:15:11,0.6553897482720856,0.8549,success,"#AnonFirstName AnonLastName

import string

specialWords=['a', 'an', 'the', 'at', 'by', 'for', 'in',
           'of', 'on', 'to', 'up', 'and', 'as',
           'but', 'or', 'nor']

def capTitle(line):
    line=line.split()
    for word in line:
        if word not in specialWords:
            w1=word[0].upper()
            w2=word[1:]
            print(w1+w2)
    

print(capTitle(input(""Enter title: "")))"
