,snapshot,timestamp,real_progress,reg_est_prog,feedback_text,code
0,1,,0.0,0.0515,, 
1,2,2019-10-29 21:26:03,0.14251181756341935,0.2274,success,"
def CoolPara(words):
    # your code here
    parasplit = words.split()
    print(parasplit)
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
2,3,2019-10-29 21:36:28,0.4381236076659394,0.5342,NameError: name 'j' is not defined on line 8,"
def CoolPara(words):
    # your code here
    rarelettercount = 0
    longwordcount = 0
    parasplit = words.split()
    for i in range(len(parasplit)):
        if i == j or i == x or i == q or i == z:
            rarelettercount += 1
    for word in parasplit:
        if len(parasplit) >= 8:
            longwordcount += 1
    print(longwordcount)
    print(rarelettercount)
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
3,4,2019-10-29 21:39:03,0.4624948895925213,0.5441,success,"
def CoolPara(words):
    # your code here
    rarelettercount = 0
    longwordcount = 0
    parasplit = words.split()
    for i in range(len(parasplit)):
        if i == 'j' or i == 'x' or i == 'q' or i == 'z':
            rarelettercount += 1
    for word in parasplit:
        if len(parasplit) >= 8:
            longwordcount += 1
    print(longwordcount)
    print(rarelettercount)
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
4,5,2019-10-29 21:41:11,0.5162276838818494,0.5943,success,"
def CoolPara(words):
    # your code here
    rarelettercount = 0
    longwordcount = 0
    parasplit = words.split()
    for i in range(len(parasplit)):
        if i == 'j' or i == 'x' or i == 'q' or i == 'z':
            rarelettercount += 1
    for word in parasplit:
        if len(parasplit) >= 8:
            longwordcount += 1

    print('Amount of long words is:', longwordcount)
    print('Amount of rare letters is:', rarelettercount)
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
5,6,2019-10-30 00:06:10,0.5411785102280049,0.6185,SyntaxError: bad input on line 8,"
def CoolPara(words):
    # your code here
    rarelettercount = 0
    longwordcount = 0
    parasplit = words.split()
    print(range(len(parasplit)
    for i in range(len(parasplit)):
        if i == 'j' or i == 'x' or i == 'q' or i == 'z':
            rarelettercount += 1
    for word in parasplit:
        if len(parasplit) >= 8:
            longwordcount += 1

    print('Amount of long words is:', longwordcount)
    print('Amount of rare letters is:', rarelettercount)
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
6,7,2019-10-30 00:07:46,0.5622849903869369,0.6339,SyntaxError: bad input on line 8,"
def CoolPara(words):
    # your code here
    rarelettercount = 0
    longwordcount = 0
    parasplit = words.split()
    print(range(len(parasplit))
    for i in range(len(parasplit)):
        if i == 'j' or i == 'x' or i == 'q' or i == 'z':
            rarelettercount += 1
    for word in parasplit:
        if len(parasplit) >= 8:
            longwordcount += 1

    print('Amount of long words is:', longwordcount)
    print('Amount of rare letters is:', rarelettercount)
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
7,8,2019-10-30 00:08:02,0.5505048515829618,0.6253,SyntaxError: bad input on line 8,"
def CoolPara(words):
    # your code here
    rarelettercount = 0
    longwordcount = 0
    parasplit = words.split()
    print(len(parasplit)
    for i in range(len(parasplit)):
        if i == 'j' or i == 'x' or i == 'q' or i == 'z':
            rarelettercount += 1
    for word in parasplit:
        if len(parasplit) >= 8:
            longwordcount += 1

    print('Amount of long words is:', longwordcount)
    print('Amount of rare letters is:', rarelettercount)
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
8,9,2019-10-30 00:08:10,0.3691201834719877,0.467,SyntaxError: bad input on line 8,"
def CoolPara(words):
    # your code here
    rarelettercount = 0
    longwordcount = 0
    parasplit = words.split()
    print(len(parasplit)
    for word in parasplit:
        if len(parasplit) >= 8:
            longwordcount += 1

    print('Amount of long words is:', longwordcount)
    print('Amount of rare letters is:', rarelettercount)
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
9,10,2019-10-30 00:09:21,0.4411065267128702,0.526,success,"
def CoolPara(words):
    # your code here
    rarelettercount = 0
    longwordcount = 0
    parasplit = words.split()
    for i in range(len(parasplit)):
        if i == 'j' or i == 'x' or i == 'q' or i == 'z':
            rarelettercount += 1
    for word in parasplit:
        if len(parasplit) >= 8:
            longwordcount += 1
    return longwordcount
    return rarelettercount
    
# DO NOT CHANGE CODE BELOW

print(CoolPara(input(""Enter: "")))

"
