,snapshot,timestamp,real_progress,reg_est_prog,feedback_text,code
0,1,,0.0,0.0702,, 
1,2,2019-09-03 15:17:05,0.0,0.7812,TypeError: can't multiply sequence by non-int of type 'float' on line 2,"r = input("" Enter radius"")
print = (""The perimeter of this circle with a radius of "" + r +"" is "" + 2*r*3.14)
print = (""The area of this circle with a radius of "" + r + "" is "" + 2*3.14*r)"
2,3,2019-09-03 15:23:57,0.0,0.7812,TypeError: can't multiply sequence by non-int of type 'float' on line 2,"r = input("" Enter radius"")
print = (""The perimeter of this circle with a radius of "" + r +"" is "" + 2 * r * 3.14)
print = (""The area of this circle with a radius of "" + r + "" is "" + 2*3.14*r)"
3,4,2019-09-03 15:26:29,0.0,0.731,TypeError: can't multiply sequence by non-int of type 'float' on line 4,"r = input("" Enter radius"")
p = r * 2
a = 3.14 * 2
print = (""The perimeter of this circle with a radius of "" + r +"" is "" + 3.14 * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
4,5,2019-09-03 15:27:24,0.0,0.7041,TypeError: can't multiply sequence by non-int of type 'float' on line 5,"r = input("" Enter radius"")
pi = 3.14
p = r * 2
a = pi * 2
print = (""The perimeter of this circle with a radius of "" + r +"" is "" + pi * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
5,6,2019-09-03 15:29:14,0.0,0.6888,TypeError: can't multiply sequence by non-int of type 'float' on line 5,"r = input("" Enter radius"")
pi = float(3.14)
p = r * 2
a = pi * 2
print = (""The perimeter of this circle with a radius of "" + r +"" is "" + pi * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
6,7,2019-09-03 15:31:41,0.0,0.6998,TypeError: can't multiply sequence by non-int of type 'float' on line 5,"r = input("" Enter radius"")
pi = 3.14
p = r * 2
a = pi * 2
print = float(""The perimeter of this circle with a radius of "" + r +"" is "" + pi * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
7,8,2019-09-03 15:32:25,0.0,0.6949,TypeError: can't multiply sequence by non-int of type 'float' on line 5,"r = input("" Enter radius"")
pi = float(3.14)
p = r * 2
a = pi * 2
print = (""The perimeter of this circle with a radius of "" + r +"" is "" + float(pi) * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
8,9,2019-09-03 15:32:46,0.0,0.6964,TypeError: cannot concatenate 'str' and 'float' objects on line 5,"r = input("" Enter radius"")
pi = float(3.14)
p = r * 2
a = pi * 2
print = (""The perimeter of this circle with a radius of "" + r +"" is "" + pi * float(p))
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
9,10,2019-09-03 15:34:03,0.0,0.6888,TypeError: can't multiply sequence by non-int of type 'float' on line 5,"r = input("" Enter radius"")
pi = float(3.14)
p = r * 2
a = pi * 2
print = (""The perimeter of this circle with a radius of "" + r +"" is "" + pi * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
10,11,2019-09-03 15:37:21,0.0,0.6674,TypeError: can't multiply sequence by non-int of type 'float' on line 5,"r = input("" Enter radius"")
pi = 3.14
p = r * 2
a = pi * 2
printfloat= (""The perimeter of this circle with a radius of "" + r +"" is "" + pi * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
11,12,2019-09-03 15:38:06,0.0,0.6621,TypeError: cannot concatenate 'str' and 'float' objects on line 5,"r = float(input("" Enter radius""))
pi = 3.14
p = r * 2
a = pi * 2
printfloat= (""The perimeter of this circle with a radius of "" + r +"" is "" + pi * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
12,13,2019-09-03 15:38:18,0.0,0.6887,TypeError: cannot concatenate 'str' and 'float' objects on line 5,"r = float(input("" Enter radius""))
pi = 3.14
p = r * 2
a = pi * 2
print= (""The perimeter of this circle with a radius of "" + r +"" is "" + pi * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
13,14,2019-09-03 15:38:31,0.0,0.6887,TypeError: cannot concatenate 'str' and 'float' objects on line 5,"r = float(input("" Enter radius""))
pi = 3.14
p = r * 2
a = pi * 2
print= (""The perimeter of this circle with a radius of "" + r + "" is "" + pi * p)
print = (""The area of this circle with a radius of "" + r + "" is "" + a * r)"
14,15,2019-09-03 15:40:54,0.0,0.6922,success,"r = float(input("" Enter radius""))
pi = 3.14
p = r * 2
a = pi * 2
print= (""The perimeter of this circle with a radius of "" , r , "" is "" , pi * p)
print = (""The area of this circle with a radius of "" , r , "" is "" , a * r)"
15,16,2019-09-03 15:41:20,0.0,0.8404,success,"r = float(input("" Enter radius""))
pi = 3.14
p = r * 2
a = pi * 2
print(""The perimeter of this circle with a radius of "" , r , "" is "" , pi * p)
print(""The area of this circle with a radius of "" , r , "" is "" , a * r)"
16,17,2019-09-03 15:41:57,0.0,0.8404,success,"r = float(input("" Enter radius""))
pi = 3.14
p = r % 2
a = pi * 2
print(""The perimeter of this circle with a radius of "" , r , "" is "" , pi * p)
print(""The area of this circle with a radius of "" , r , "" is "" , a * r)"
17,18,2019-09-03 15:42:39,0.0,0.8648,success,"r = float(input("" Enter radius""))
pi = 3.14
p = r * 2
print(""The perimeter of this circle with a radius of "" , r , "" is "" , pi * p)
print(""The area of this circle with a radius of "" , r , "" is "" , pi * r % 2)"
