,snapshot,timestamp,real_progress,reg_est_prog,feedback_text,code
0,1,,0.0,0.0036,, 
1,2,2019-10-18 18:45:29,0.1693447062340162,0.2137,NameError: name 'arkansas' is not defined on line 2,"#Your code goes here
mystring=arkansas
other=texas
print(mystring.index(mystring,other))"
2,3,2019-10-18 18:50:42,0.16185251400687395,0.1953,TypeError: slice indices must be integers or None or have an __index__ method on line 4,"#Your code goes here
mystring=""arkansas""
other=""texas""
print(mystring.index(mystring,other))"
3,4,2019-10-18 18:51:04,0.17391459963723033,0.183,NameError: name 'index' is not defined on line 4,"#Your code goes here
mystring=""arkansas""
other=""texas""
print(index(mystring,other))"
4,5,2019-10-18 18:51:09,0.1562978599843594,0.1655,SyntaxError: bad input on line 4,"#Your code goes here
mystring=""arkansas""
other=""texas""
print(index.(mystring,other))"
5,6,2019-10-18 18:51:45,0.16043845184578587,0.1752,ValueError: substring not found on line 4,"#Your code goes here
mystring=""arkansas""
other=""texas""
print(mystring.index(other))"
6,7,2019-10-18 18:55:33,0.16231318671107708,0.0564,success,"def removeVowels(s):
    vowels = ""aeiouAEIOU""
    sWithoutVowels = """"
    for eachChar in s:
        if eachChar not in vowels:
            sWithoutVowels = sWithoutVowels + eachChar
    return sWithoutVowels

print(removeVowels(""compsci""))
print(removeVowels(""aAbEefIijOopUus""))
"
7,8,2019-10-18 18:57:35,0.315083902001251,0.2039,NameError: name 'removeVowels' is not defined on line 9,"def removeCommonLetters(s):
    letters = ""arkansas""
    s = """"
    for eachChar in s:
        if eachChar not in vowels:
            sWithoutVowels = sWithoutVowels + eachChar
    return sWithoutVowels

print(removeVowels(""compsci""))
print(removeVowels(""aAbEefIijOopUus""))
"
8,9,2019-10-18 18:59:44,0.41233722253788463,0.5385,NameError: name 'sCommonLetters' is not defined on line 7,"def removeCommonLetters(s):
    letters = ""arkansas""
    sremoveCommonLetters = ""texas""
    for eachChar in s:
        if eachChar not in letters:
            sWithoutCommonLetters = sWithoutCommonLetters + eachChar
    return sCommonLetters

print(removeCommonLetters(""arkansas""))
print(removeCommonLetters(""texas""))
"
9,10,2019-10-18 19:00:04,0.40835061980188014,0.5248,UnboundLocalError: local variable 'sWithoutCommonLetters' referenced before assignment on line 6,"def removeCommonLetters(s):
    letters = ""arkansas""
    sremoveCommonLetters = ""texas""
    for eachChar in s:
        if eachChar not in letters:
            sWithoutCommonLetters = sWithoutCommonLetters + eachChar
    return sremoveCommonLetters

print(removeCommonLetters(""arkansas""))
print(removeCommonLetters(""texas""))
"
