,snapshot,timestamp,real_progress,reg_est_prog,feedback_text,code
0,1,,0.0,0.1162,, 
1,2,2019-09-12 15:17:22,0.3304387284899075,0.4338,SyntaxError: bad token on line 2,"start
[Start, Start+1, Start+2â¦Start+N-1]"
2,3,2019-09-12 15:50:33,0.35987416732778543,0.4547,SyntaxError: bad token on line 2,"n = 1
[Start, Start+1, Start+2â¦Start+N-1]"
3,4,2019-09-12 15:50:39,0.2549808584359038,0.4224,SyntaxError: bad input on line 2,"n = 1
[Start, Start+1, Start+2 Start+N-1]"
4,5,2019-09-12 16:05:12,0.7152108807591631,0.7202,SyntaxError: bad input on line 4,"n = int(input('How many numbers to average?'))
start = int(input('What is the first number?'))
x = range(n)
for x in range(n)
    print(start + x )"
5,6,2019-09-12 16:05:57,0.7194365554182922,0.7441,success,"n = int(input('How many numbers to average?'))
start = int(input('What is the first number?'))
x = range(n)
for x in range(n):
    print(start + x )"
6,7,2019-09-12 16:20:46,0.9063000538810181,0.8151,SyntaxError: bad input on line 2,"start = int(input(""Enter starting number""))
n = int(input(Enter n ))
lul = 0
for number in range(start,start+n):
    lul = number+pop
zz = pop/n
print (""The average is"", zz)"
7,8,2019-09-12 16:20:57,0.8874516273162808,0.7842,SyntaxError: bad token on line 2,"start = int(input(""Enter starting number""))
n = int(input('Enter n ))
lul = 0
for number in range(start,start+n):
    lul = number+pop
zz = pop/n
print (""The average is"", zz)"
8,9,2019-09-12 16:21:11,0.9273797753307468,0.8241,NameError: name 'pop' is not defined on line 5,"start = int(input(""Enter starting number""))
n = int(input('Enter n'))
lul = 0
for number in range(start,start+n):
    lul = number+pop
zz = pop/n
print (""The average is"", zz)"
9,10,2019-09-12 16:22:21,1.0,0.8692,success,"start = int(input(""Enter starting number""))
n = int(input('Enter n'))
pop = 0
for number in range(start,start+n):
    pop = number+pop
zz = pop/n
print (""The average is"", zz)"
