,snapshot,timestamp,real_progress,reg_est_prog,feedback_text,code
0,1,,0.0,0.0492,, 
1,2,2020-01-22 15:04:15,0.5047024542496845,0.5193,SyntaxError: bad input on line 9,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.forward(50)
for i in range(0,12):
    bob.stamp()
    bob.
"
2,3,2020-01-22 15:08:15,0.48449342913923243,0.5124,success,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.forward(50)
for i in range(0,12):
    bob.stamp()
"
3,4,2020-01-22 15:09:05,0.7860810670295171,0.7356,SyntaxError: bad input on line 12,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.penup()
bob.forward(50)
for i in range(0,12):
    bob.pendown()
    bob.forward(10)
    bob.penup(0
    bob.forward(10)
    bob.stamp()
    
"
4,5,2020-01-22 15:09:15,0.788655486507234,0.7633,success,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.penup()
bob.forward(50)
for i in range(0,12):
    bob.pendown()
    bob.forward(10)
    bob.penup()
    bob.forward(10)
    bob.stamp()
    
"
5,6,2020-01-22 15:10:24,0.9139417599935329,0.888,success,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.penup()
bob.forward(50)
for i in range(0,12):
    bob.pendown()
    bob.forward(10)
    bob.penup()
    bob.forward(10)
    bob.stamp()
    bob.forward(-50)
    bob.right(15)
    
    
"
6,7,2020-01-22 15:11:03,0.9084170664962435,0.8883,success,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.penup()
bob.forward(50)
for i in range(0,12):
    bob.pendown()
    bob.forward(10)
    bob.penup()
    bob.forward(10)
    bob.stamp()
    bob.backward(50)
    bob.right(15)
    
    
"
7,8,2020-01-22 15:11:18,0.9075352895852479,0.8808,success,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.penup()
bob.forward(50)
for i in range(0,12):
    bob.pendown()
    bob.forward(10)
    bob.penup()
    bob.forward(10)
    bob.stamp()
    bob.backward(50)
    bob.right(36)
    
    
"
8,9,2020-01-22 15:11:34,0.9098765120475139,0.8863,success,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.penup()
bob.forward(50)
for i in range(0,12):
    bob.pendown()
    bob.forward(10)
    bob.penup()
    bob.forward(10)
    bob.stamp()
    bob.backward(70)
    bob.right(36)
    
    
"
9,10,2020-01-22 15:11:52,0.912261771638079,0.9009,success,"import turtle
wn = turtle.Screen()
bob = turtle.Turtle() 
bob.shape(""turtle"")
bob.stamp()
bob.penup()
for i in range(0,12):
    bob.forward(50)
    bob.pendown()
    bob.forward(10)
    bob.penup()
    bob.forward(10)
    bob.stamp()
    bob.backward(70)
    bob.right(36)
    
    
"
